date,location,eff_population,cases,deaths,death_per_100case,death_per_10Kpeople,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
4/24/2021,Puerto Rico,3194283,161065,2263,1.41,7.08,1730947,2970670,1101867,22.11,54.2,706256,34.5,93.02,40819,28631,8965,0.583,,
4/24/2021,Rhode Island,1059322,146324,2660,1.82,25.11,844870,1065185,520408,33.76,79.75,357627,49.12,100.55,16049,11461,10819,0.793,,
4/24/2021,South Carolina,5148889,574226,9414,1.64,18.28,3058387,4313565,1820274,25.03,59.4,1288767,35.35,83.78,36740,27458,5333,0.709,,
4/24/2021,South Dakota,884663,121986,1958,1.61,22.13,669294,859215,388763,34.01,75.66,300874,43.94,97.12,8543,5939,6713,0.779,,
4/24/2021,Tennessee,6828862,826608,12045,1.46,17.64,3803194,5396000,2269505,22.58,55.69,1541957,33.23,79.01,51387,43104,6312,0.705,,
4/24/2021,Texas,28991799,2868275,50087,1.75,17.28,17782171,23721275,10668749,24.68,61.33,7155176,36.79,81.81,238483,194714,6715,0.75,,
4/24/2021,Utah,3205941,395214,2180,0.55,6.8,2035354,2367760,1218193,22,63.49,705307,38,73.85,29741,23473,7322,0.86,,
4/24/2021,Vermont,624074,22479,244,1.09,3.91,515788,633640,315912,34.22,82.66,213558,50.63,101.55,9053,8439,13524,0.814,,
4/24/2021,Virgin Islands,104677,3068,27,0.88,2.58,59447,65880,32555,23.54,56.79,24641,31.1,62.93,389,474,4528,0.902,,
4/24/2021,Virginia,8535402,653326,10675,1.63,12.51,6196880,7521285,3828270,29.84,72.6,2546964,44.85,88.12,113928,86223,10102,0.824,,
4/24/2021,Washington,7615512,396890,5478,1.38,7.19,5397121,6667750,3305388,29.48,70.88,2245053,43.41,87.56,80705,74651,9803,0.809,,
4/24/2021,West Virginia,1792385,151068,2817,1.86,15.72,1135039,1624925,631298,28.76,63.33,515490,35.23,90.67,10574,7979,4452,0.699,,
4/24/2021,Wisconsin,5823175,656203,7474,1.14,12.83,4394643,5004705,2576863,32.41,75.48,1887291,44.26,85.96,66469,58927,10121,0.878,,
4/24/2021,Wyoming,578776,57696,705,1.22,12.18,340893,476085,192278,25.98,58.9,150366,33.22,82.26,112,2471,4269,0.716,,
4/25/2021,Alabama,4903203,526131,10851,2.06,22.13,2471409,3960530,1546659,21.67,50.4,1062524,31.54,80.77,9899,25590,5219,0.624,,
4/25/2021,Alaska,731531,66518,318,0.48,4.35,539630,759125,300351,33.96,73.77,248428,41.06,103.77,2669,3447,4712,0.711,,
4/25/2021,Arizona,7278817,858737,17268,2.01,23.72,4872521,6285415,2884396,27.3,66.94,1987117,39.63,86.35,57389,52397,7199,0.775,,
4/25/2021,Arkansas,3018287,334706,5718,1.71,18.94,1724751,2586420,1051126,23.99,57.15,724087,34.83,85.71,17339,16135,5347,0.667,,
4/25/2021,California,39512765,3731900,61463,1.65,15.56,28798648,36101260,18487071,28.35,72.89,11201869,46.79,91.37,496586,386663,9786,0.798,,
4/25/2021,Colorado,5758257,504495,6388,1.27,11.09,4210710,4968480,2592016,30,73.12,1727477,45.01,86.28,138421,60028,10424,0.847,,
4/25/2021,Connecticut,3565378,334766,8047,2.4,22.57,3056088,3716115,1878986,35.87,85.72,1278901,52.7,104.23,49112,40804,11445,0.822,,
4/25/2021,Delaware,973873,103222,1616,1.57,16.59,717216,903465,439329,29.82,73.65,290409,45.12,92.78,12230,9808,10072,0.794,,
4/25/2021,District of Columbia,705863,47323,1099,2.32,15.57,568011,780595,319465,27.41,80.48,193477,45.27,110.61,9721,8045,11399,0.728,,
4/25/2021,Florida,21478785,2208576,34847,1.58,16.22,14462795,19584145,8637660,27.15,67.34,5831490,40.22,91.18,210066,152192,7086,0.738,,
4/25/2021,Georgia,10617113,1069495,19357,1.81,18.23,5924273,8793835,3594066,21.96,55.8,2331518,33.85,82.82,2219,66001,6216,0.674,,
4/25/2021,Guam,165761,8884,137,1.54,8.26,122331,140740,73290,29.84,73.8,49463,44.21,84.9,93,1551,9356,0.869,,
4/25/2021,Hawaii,1415966,32284,475,1.47,3.35,1155796,1370040,706055,33.44,81.63,473499,49.87,96.76,19887,31217,22048,0.844,,
4/25/2021,Idaho,1787225,186300,2033,1.09,11.38,1043295,1386985,595128,25.73,58.38,459853,33.3,77.61,13684,9815,5492,0.752,,
4/25/2021,Illinois,12671660,1324610,24139,1.82,19.05,9011738,11286585,5679905,28.56,71.12,3619026,44.82,89.07,131502,117426,9267,0.798,,
4/25/2021,Indiana,6731978,718090,13274,1.85,19.72,3956117,5220380,2351172,25.02,58.76,1684341,34.92,77.54,41932,38649,5741,0.758,,
4/25/2021,Iowa,3154847,362923,5927,1.63,18.79,2277047,2664745,1355221,31.71,72.17,1000402,42.95,84.46,34786,24866,7881,0.855,,
4/25/2021,Kansas,2913162,309544,5009,1.62,17.19,1956276,2576035,1219082,29.92,67.15,871618,41.85,88.42,22913,20057,6885,0.759,,
4/25/2021,Kentucky,4467807,444211,6557,1.48,14.68,3039150,3747885,1796865,30.33,68.03,1355086,40.22,83.89,27468,27123,6071,0.811,,
4/25/2021,Louisiana,4649340,455541,10336,2.27,22.23,2648411,3612910,1479847,25.74,56.97,1196740,31.83,77.72,24373,22680,4879,0.733,,
4/25/2021,Maine,1344151,59776,772,1.29,5.74,1107231,1265690,699048,36.23,82.37,486986,52,94.16,1447,14210,10571,0.875,,
4/25/2021,Maryland,6045085,443443,8661,1.95,14.33,4525719,5544960,2800331,31.7,74.86,1916292,46.32,91.72,69433,66090,10932,0.816,,
4/25/2021,Massachusetts,6893282,682784,17550,2.57,25.46,5776781,6771230,3657935,33.46,83.81,2306492,53.07,98.24,104617,86610,12566,0.853,,
4/25/2021,Michigan,9985670,909952,18398,2.02,18.42,6769798,8738230,4114799,29.68,67.79,2963747,41.2,87.5,107260,87341,8746,0.775,,
4/25/2021,Minnesota,5639003,568321,7157,1.26,12.69,4118735,4634790,2533687,32,73.03,1804481,44.93,82.18,80161,47389,8403,0.889,,
4/25/2021,Mississippi,2976080,310349,7175,2.31,24.11,1520594,2381005,898809,22.32,51.09,664261,30.2,80,1245,7661,2574,0.639,,
4/25/2021,Missouri,6137792,597547,9180,1.54,14.96,3805156,5095385,2230728,25.81,62,1584164,36.35,83.02,75397,42341,6899,0.747,,
4/25/2021,Montana,1068743,108170,1563,1.44,14.62,732282,963855,426757,30.39,68.52,324791,39.93,90.18,8061,7712,7216,0.76,,
4/25/2021,Nebraska,1934556,218732,2356,1.08,12.18,1346051,1690180,813693,29.94,69.58,579206,42.06,87.37,515,11152,5765,0.796,,
4/25/2021,Nevada,3080011,312840,5422,1.73,17.6,1966545,2396080,1183949,26.25,63.85,808503,38.44,77.79,23395,18864,6124,0.821,,
4/25/2021,New Hampshire,,93821,1284,1.37,,,,,,,,,,,4162,3061,,,
4/25/2021,New Jersey,8883411,997891,25380,2.54,28.57,6908470,7963795,4402662,33.48,77.78,2974166,49.57,89.66,81707,91296,10279,0.867,,
4/25/2021,New Mexico,2096986,196221,4026,2.05,19.2,1739923,1999255,1046951,35.53,82.98,745059,49.93,95.35,17807,16097,7677,0.87,,
4/25/2021,New York,19450843,2029307,51471,2.54,26.46,14732987,17625975,8885577,31.8,75.73,6185368,45.68,90.61,161939,171600,8821,0.836,,
4/25/2021,North Carolina,10487509,957970,12553,1.31,11.97,6727991,9241800,4011726,27.38,64.15,2871480,38.25,88.12,77380,69084,6587,0.728,,
4/25/2021,North Dakota,762114,106719,1517,1.42,19.91,551267,626540,295375,31.88,72.34,242962,38.76,82.22,4344,3675,4822,0.88,,
4/25/2021,Northern Mariana Islands,56874,164,2,1.22,0.35,38337,62910,21548,29.59,67.4,16829,37.88,110.6,332,325,5714,0.609,,
4/25/2021,Ohio,11690790,1064306,19122,1.8,16.36,8002870,10062385,4610653,30.11,68.46,3520097,39.44,86.08,108458,94724,8104,0.795,,
4/25/2021,Oklahoma,3956841,446550,6716,1.5,16.97,2616439,3699765,1503524,28.49,66.12,1127304,38,93.5,23673,20212,5108,0.707,,
4/25/2021,Oregon,4217527,180700,2497,1.38,5.92,2874447,3557915,1781648,28.35,68.15,1195669,42.24,84.36,54477,39864,9452,0.808,,
4/25/2021,Pennsylvania,12800043,1138529,26038,2.29,20.34,9527786,11822805,6058101,29.91,74.42,3828493,47.32,92.35,96879,144282,11270,0.806,,
4/25/2021,Puerto Rico,3193033,162074,2264,1.4,7.09,1759828,2970670,1118574,22.55,55.1,720029,35.02,93.02,28881,28348,8876,0.592,,
4/25/2021,Rhode Island,1059442,146324,2660,1.82,25.11,859098,1065185,528807,34.26,81.1,362965,49.92,100.55,14228,11859,11194,0.807,,
4/25/2021,South Carolina,5148576,574985,9430,1.64,18.32,3094536,4313565,1831607,25.49,60.1,1312372,35.57,83.78,36149,26557,5158,0.717,,
4/25/2021,South Dakota,884667,121986,1958,1.61,22.13,676863,859215,390725,34.65,76.51,306537,44.17,97.12,7569,5888,6656,0.788,,
4/25/2021,Tennessee,6829150,826672,12045,1.46,17.64,3855241,5396000,2286642,23.06,56.45,1574802,33.48,79.01,52047,41782,6118,0.714,,
4/25/2021,Texas,29001544,2869755,50100,1.75,17.27,17979089,23721275,10747645,25.06,62.01,7267787,37.07,81.81,196918,205715,7095,0.758,,
4/25/2021,Utah,3205893,395495,2182,0.55,6.81,2035664,2367860,1218407,22.01,63.5,705617,38,73.86,310,23489,7327,0.86,,
4/25/2021,Vermont,624014,22576,244,1.08,3.91,525641,633640,322109,34.8,84.24,217157,51.62,101.55,9853,7258,11632,0.83,,
4/25/2021,Virgin Islands,104693,3068,27,0.88,2.58,59582,65880,32613,23.61,56.92,24718,31.15,62.93,135,470,4490,0.904,,
4/25/2021,Virginia,8535736,654210,10691,1.63,12.52,6271814,7521285,3858089,30.37,73.48,2592303,45.2,88.12,74934,85460,10012,0.834,,
4/25/2021,Washington,7613860,397006,5478,1.38,7.19,5486098,6667750,3348424,30.08,72.04,2290249,43.97,87.56,88977,74379,9768,0.823,,
4/25/2021,West Virginia,1791975,151382,2821,1.86,15.74,1139101,1624925,632161,28.96,63.56,518956,35.27,90.67,4062,7822,4365,0.701,,
4/25/2021,Wisconsin,5823095,656668,7473,1.14,12.83,4457053,5004705,2596952,33.12,76.55,1928609,44.6,85.96,62410,56538,9710,0.891,,
4/25/2021,Wyoming,578689,57696,705,1.22,12.18,341127,476085,192439,26.01,58.94,150517,33.25,82.26,234,2490,4302,0.717,,
4/26/2021,Alabama,4904179,526348,10852,2.06,22.13,2478227,3960530,1549782,21.75,50.54,1066659,31.61,80.77,6818,25809,5264,0.626,,
4/26/2021,Alaska,731598,66967,330,0.49,4.51,540565,759125,300706,34.04,73.89,249036,41.11,103.77,935,3292,4500,0.712,,
4/26/2021,Arizona,7279743,859487,17268,2.01,23.72,4912269,6285415,2900707,27.61,67.49,2009937,39.85,86.35,39748,51720,7106,0.782,,
4/26/2021,Arkansas,3017981,334769,5720,1.71,18.95,1734405,2586420,1053861,24.22,57.47,730955,34.92,85.71,9654,16576,5493,0.671,,
4/26/2021,California,39517220,3734630,61485,1.65,15.56,29151065,36101260,18667924,28.78,73.78,11373056,47.25,91.37,352417,387965,9819,0.807,,
4/26/2021,Colorado,5757941,505526,6390,1.26,11.1,4241020,4968480,2604683,30.31,73.64,1745232,45.23,86.28,30310,56378,9790,0.854,,
4/26/2021,Connecticut,3565383,336933,8066,2.39,22.62,3094177,3716115,1897401,36.43,86.79,1298869,53.22,104.23,38089,40782,11439,0.833,,
4/26/2021,Delaware,973642,103459,1617,1.56,16.61,723678,903465,441610,30.23,74.32,294332,45.35,92.78,6462,9510,9766,0.801,,
4/26/2021,District of Columbia,705841,47378,1099,2.32,15.57,576507,780595,324137,27.89,81.69,196859,45.93,110.61,8496,7854,11129,0.739,,
4/26/2021,Florida,21477989,2212089,34911,1.58,16.25,14608762,19584145,8706265,27.5,68.02,5906447,40.54,91.18,145967,172678,8040,0.746,,
4/26/2021,Georgia,10619342,1070237,19391,1.81,18.26,6011504,8793835,3623541,22.49,56.62,2388290,34.13,82.82,87231,66930,6304,0.684,,
4/26/2021,Guam,165772,8892,137,1.54,8.26,123487,140740,73651,30.32,74.49,50262,44.43,84.9,1156,1482,8940,0.877,,
4/26/2021,Hawaii,1415925,32349,475,1.47,3.35,1167288,1370040,712493,33.82,82.44,478866,50.32,96.76,11492,32029,22621,0.852,,
4/26/2021,Idaho,1786780,186875,2036,1.09,11.39,1048785,1386985,596746,25.96,58.69,463848,33.39,77.61,5490,9645,5397,0.756,,
4/26/2021,Illinois,12673700,1326850,24150,1.82,19.06,9093034,11286585,5716080,28.92,71.76,3665234,45.11,89.07,81296,112395,8870,0.806,,
4/26/2021,Indiana,6732893,718771,13280,1.85,19.72,3985688,5220380,2365148,25.27,59.2,1701402,35.13,77.54,29571,38845,5770,0.763,,
4/26/2021,Iowa,3155483,363158,5927,1.63,18.78,2295425,2664745,1364722,31.99,72.75,1009439,43.25,84.46,18378,24212,7674,0.861,,
4/26/2021,Kansas,2913467,310013,5010,1.62,17.2,1962004,2576035,1221259,30.11,67.35,877245,41.92,88.42,5728,19241,6605,0.762,,
4/26/2021,Kentucky,4467151,444547,6575,1.48,14.72,3056552,3747885,1803727,30.57,68.41,1365608,40.37,83.89,17402,26844,6008,0.816,,
4/26/2021,Louisiana,4648233,456432,10342,2.27,22.25,2660514,3612910,1483708,25.92,57.23,1204822,31.92,77.72,12103,21929,4717,0.736,,
4/26/2021,Maine,1344155,60005,772,1.29,5.74,1108830,1265690,699989,36.29,82.49,487794,52.07,94.16,1599,10409,7744,0.876,,
4/26/2021,Maryland,6045856,444001,8670,1.95,14.34,4554368,5544960,2817213,31.9,75.33,1928628,46.6,91.72,28649,63417,10490,0.821,,
4/26/2021,Massachusetts,6892838,683665,17562,2.57,25.48,5855519,6771230,3696940,34.04,84.95,2346322,53.64,98.24,78738,87604,12710,0.865,,
4/26/2021,Michigan,9988209,917016,18439,2.01,18.46,6832809,8738230,4142490,30.04,68.42,3000458,41.48,87.5,63011,90071,9019,0.782,,
4/26/2021,Minnesota,5639874,569518,7157,1.26,12.69,4189925,4634790,2571363,32.58,74.29,1837471,45.59,82.18,71190,57431,10183,0.904,,
4/26/2021,Mississippi,2975643,310987,7178,2.31,24.12,1520706,2381005,898947,22.33,51.1,664461,30.21,80,112,7624,2562,0.639,,
4/26/2021,Missouri,6136272,597967,9182,1.54,14.96,3858945,5095385,2265084,26.1,62.88,1601567,36.91,83.02,53789,46130,7516,0.757,,
4/26/2021,Montana,1068632,108227,1563,1.44,14.63,734717,963855,427551,30.55,68.74,326467,40,90.18,2435,6240,5838,0.762,,
4/26/2021,Nebraska,1934495,218832,2361,1.08,12.2,1380706,1690180,823642,31.21,71.38,603756,42.58,87.37,34655,14357,7422,0.817,,
4/26/2021,Nevada,3080403,313680,5433,1.73,17.64,1985316,2396080,1193085,26.55,64.46,817847,38.73,77.79,18771,18422,5981,0.829,,
4/26/2021,New Hampshire,,93935,1286,1.37,,,,,,,,,,,4162,3061,,,
4/26/2021,New Jersey,8881783,988886,25399,2.57,28.6,6974357,7963795,4435930,33.87,78.52,3008260,49.94,89.66,65887,90531,10192,0.876,,
4/26/2021,New Mexico,2096907,196844,4029,2.05,19.21,1746428,1999255,1050052,35.69,83.29,748386,50.08,95.35,6505,15180,7240,0.874,,
4/26/2021,New York,19452323,2032325,51511,2.53,26.48,14856419,17625975,8938559,32.16,76.37,6255867,45.95,90.61,123432,168545,8664,0.843,,
4/26/2021,North Carolina,10489049,962978,12587,1.31,12,6767925,9241800,4034370,27.54,64.53,2888684,38.47,88.12,39934,66776,6367,0.732,,
4/26/2021,North Dakota,762162,106840,1517,1.42,19.9,552616,626540,295754,32.01,72.52,243968,38.81,82.22,1349,3535,4639,0.882,,
4/26/2021,Northern Mariana Islands,56874,164,2,1.22,0.35,38485,62910,21548,29.85,67.66,16977,37.88,110.6,148,332,5837,0.612,,
4/26/2021,Ohio,11688709,1065702,19122,1.79,16.36,8072314,10062385,4630975,30.52,69.06,3567394,39.62,86.08,69444,93565,8004,0.802,,
4/26/2021,Oklahoma,3956468,447278,6716,1.5,16.97,2627397,3699765,1506745,28.68,66.4,1134715,38.08,93.5,10958,18156,4588,0.71,,
4/26/2021,Oregon,4217542,181413,2501,1.38,5.93,2908484,3557915,1797595,28.8,68.96,1214652,42.62,84.36,34037,40041,9493,0.817,,
4/26/2021,Pennsylvania,12800989,1141219,26042,2.28,20.34,9613437,11822805,6103395,30.22,75.09,3868459,47.68,92.35,85651,145974,11402,0.813,,
4/26/2021,Puerto Rico,3193971,162818,2265,1.39,7.09,1772977,2970670,1125923,22.74,55.51,726309,35.25,93.02,13149,28216,8835,0.597,,
4/26/2021,Rhode Island,1059339,146960,2663,1.81,25.14,872064,1065185,536864,34.67,82.32,367273,50.68,100.55,12966,12050,11375,0.819,,
4/26/2021,South Carolina,5147867,575515,9433,1.64,18.32,3111127,4313565,1837768,25.69,60.43,1322487,35.69,83.78,16591,23346,4534,0.721,,
4/26/2021,South Dakota,884781,122080,1960,1.61,22.15,680026,859215,391407,34.93,76.87,309054,44.24,97.12,3163,5880,6647,0.791,,
4/26/2021,Tennessee,6827930,828528,12055,1.45,17.66,3877011,5396000,2296223,23.24,56.77,1586811,33.62,79.01,21770,41905,6136,0.718,,
4/26/2021,Texas,28992032,2874150,50133,1.74,17.29,18093739,23721275,10796687,25.29,62.4,7332085,37.24,81.81,114650,192661,6644,0.763,,
4/26/2021,Utah,3206284,395741,2183,0.55,6.81,2035687,2367860,1218503,22.01,63.5,705703,38.01,73.86,23,16779,5234,0.86,,
4/26/2021,Vermont,623967,22617,244,1.08,3.91,537515,633640,328621,35.64,86.14,222382,52.66,101.55,11874,7817,12527,0.848,,
4/26/2021,Virgin Islands,104685,3090,27,0.87,2.58,59602,65880,32619,23.63,56.94,24737,31.16,62.93,20,468,4471,0.905,,
4/26/2021,Virginia,8536354,654929,10706,1.63,12.54,6344228,7521285,3895692,30.77,74.33,2626636,45.64,88.12,72414,86267,10107,0.844,,
4/26/2021,Washington,7614118,399327,5498,1.38,7.22,5574043,6667750,3395402,30.6,73.2,2329920,44.59,87.56,87945,74836,9828,0.836,,
4/26/2021,West Virginia,1792381,151671,2821,1.86,15.74,1139496,1624925,632384,28.98,63.58,519432,35.29,90.67,395,7833,4371,0.701,,
4/26/2021,Wisconsin,5822259,657144,7473,1.14,12.84,4490374,5004705,2610847,33.46,77.12,1948128,44.84,85.96,33321,51736,8886,0.897,,
4/26/2021,Wyoming,578812,57818,705,1.22,12.18,348679,476085,194530,26.86,60.25,155469,33.61,82.26,7552,3532,6103,0.732,,
4/27/2021,Alabama,4903792,526707,10854,2.06,22.13,2499694,4009430,1558652,22.02,50.98,1079815,31.79,81.77,21467,24561,5009,0.623,,
4/27/2021,Alaska,731595,67104,330,0.49,4.51,541593,760525,301212,34.11,74.03,249547,41.17,103.96,1028,3223,4406,0.712,,
4/27/2021,Arizona,7279566,860169,17276,2.01,23.73,4940974,6403785,2911060,27.86,67.88,2028087,39.99,87.98,28705,51362,7056,0.772,,
4/27/2021,Arkansas,3017900,334998,5725,1.71,18.97,1737538,2614560,1055239,24.28,57.58,732746,34.97,86.64,3133,16081,5329,0.665,,
4/27/2021,California,39506107,3736753,61504,1.65,15.57,29372925,37589380,18786817,29.05,74.34,11476524,47.55,95.13,221860,383386,9703,0.781,,
4/27/2021,Colorado,5758642,508108,6402,1.26,11.12,4278837,5129330,2619556,30.7,74.3,1767903,45.49,89.07,37817,55430,9625,0.834,,
4/27/2021,Connecticut,3564802,337340,8067,2.39,22.63,3112117,3794605,1907736,36.65,87.29,1306500,53.51,106.43,17940,39645,11120,0.82,,
4/27/2021,Delaware,973730,103603,1617,1.56,16.61,729085,930785,443905,30.54,74.87,297377,45.59,95.59,5407,9526,9783,0.783,,
4/27/2021,District of Columbia,705865,47471,1100,2.32,15.58,581013,784105,326687,28.27,82.33,199548,46.29,111.1,4506,7978,11304,0.741,,
4/27/2021,Florida,21474435,2217360,34957,1.58,16.28,14698580,19934465,8755697,27.69,68.44,5946271,40.77,92.81,89818,173147,8062,0.737,,
4/27/2021,Georgia,10617812,1071593,19407,1.81,18.28,6060609,9007905,3639372,22.81,57.08,2421923,34.28,84.84,49105,68153,6419,0.673,,
4/27/2021,Guam,165788,8908,137,1.54,8.26,124898,140740,74105,30.89,75.35,51212,44.7,84.9,1411,1437,8669,0.887,,
4/27/2021,Hawaii,1415939,32397,476,1.47,3.36,1180186,1416860,721016,34.13,83.35,483260,50.92,100.07,12898,14920,10538,0.833,,
4/27/2021,Idaho,1787050,187102,2043,1.09,11.43,1051044,1399745,597725,26.03,58.81,465169,33.45,78.33,2259,9454,5290,0.751,,
4/27/2021,Illinois,12669770,1329443,24174,1.82,19.08,9143971,11525575,5747399,29.09,72.16,3685636,45.36,90.95,50937,110285,8703,0.793,,
4/27/2021,Indiana,6731861,719613,13293,1.85,19.75,4002392,5414600,2373803,25.41,59.45,1710566,35.26,80.43,16704,39364,5847,0.739,,
4/27/2021,Iowa,3155369,363530,5930,1.63,18.79,2306511,2711175,1367822,32.24,73.1,1017291,43.35,85.93,11086,24926,7900,0.851,,
4/27/2021,Kansas,2913508,310014,5010,1.62,17.2,1965765,2580145,1223021,30.19,67.48,879588,41.98,88.56,3761,19118,6562,0.762,,
4/27/2021,Kentucky,4467189,445266,6595,1.48,14.76,3064218,3860005,1807447,30.66,68.59,1369640,40.46,86.4,7666,26674,5970,0.794,,
4/27/2021,Louisiana,4648684,456884,10352,2.27,22.27,2666718,3615450,1486493,25.99,57.36,1208193,31.98,77.77,6204,21382,4599,0.738,,
4/27/2021,Maine,1344316,60430,777,1.29,5.78,1137578,1318350,713103,37.44,84.63,503312,53.05,98.08,28748,13704,10195,0.863,,
4/27/2021,Maryland,6045913,444678,8688,1.95,14.37,4615758,5686710,2848195,32.37,76.35,1957062,47.11,94.06,61390,64236,10625,0.812,,
4/27/2021,Massachusetts,6891521,684630,17566,2.57,25.49,5912678,6979520,3726523,34.46,85.78,2374818,54.07,101.26,57159,88471,12836,0.847,,
4/27/2021,Michigan,9988397,921596,18552,2.01,18.57,6859562,9199070,4155224,30.19,68.69,3015497,41.61,92.11,26753,89352,8947,0.746,,
4/27/2021,Minnesota,5639639,570596,7169,1.26,12.71,4204905,4763780,2580663,32.68,74.56,1843034,45.76,84.47,14980,50693,8989,0.883,,
4/27/2021,Mississippi,2976085,311159,7188,2.31,24.15,1555424,2382275,911491,23.04,52.26,685690,30.63,80.05,34718,11712,3935,0.653,,
4/27/2021,Missouri,6137404,598538,9217,1.54,15.02,3874578,5100595,2274732,26.19,63.13,1607386,37.06,83.11,15633,47071,7669,0.76,,
4/27/2021,Montana,1068867,108402,1566,1.44,14.65,735987,965225,427992,30.62,68.86,327287,40.04,90.31,1270,6164,5767,0.763,,
4/27/2021,Nebraska,1934366,219090,2362,1.08,12.21,1380708,1744730,823722,31.22,71.38,603909,42.58,90.19,2,11933,6169,0.791,,
4/27/2021,Nevada,3080038,314085,5444,1.73,17.68,1991775,2478100,1196360,26.65,64.66,820830,38.84,80.45,6459,18343,5955,0.804,,
4/27/2021,New Hampshire,,94203,1294,1.37,,,,,,,,,,,4162,3061,,,
4/27/2021,New Jersey,8883215,991010,25460,2.57,28.66,7052362,8200165,4473776,34.34,79.4,3050496,50.37,92.32,78005,90993,10244,0.86,,
4/27/2021,New Mexico,2096762,196999,4041,2.05,19.27,1749402,2031135,1051555,35.76,83.43,749802,50.15,96.87,2974,15084,7194,0.861,,
4/27/2021,New York,19455283,2035668,51587,2.53,26.52,14982362,17783255,8989922,32.54,77.02,6330749,46.21,91.41,125943,164660,8464,0.842,,
4/27/2021,North Carolina,10488499,964612,12611,1.31,12.02,6814517,9420170,4057006,27.78,64.97,2913705,38.68,89.82,46592,69296,6607,0.723,,
4/27/2021,North Dakota,761999,107029,1517,1.42,19.91,552769,627810,295888,32.02,72.54,243992,38.83,82.38,153,3548,4656,0.88,,
4/27/2021,Northern Mariana Islands,56875,164,2,1.22,0.35,38913,62910,21697,30.34,68.41,17256,38.14,110.6,428,337,5925,0.619,,
4/27/2021,Ohio,11687210,1067262,19188,1.8,16.42,8120139,10244735,4643330,30.82,69.47,3601998,39.72,87.64,47825,92995,7956,0.793,,
4/27/2021,Oklahoma,3956691,447393,6716,1.5,16.97,2632963,3710395,1508513,28.77,66.54,1138340,38.12,93.77,5566,18077,4568,0.71,,
4/27/2021,Oregon,4217824,182040,2502,1.37,5.93,2936291,3735745,1811978,29.13,69.62,1228652,42.96,88.57,27807,40358,9569,0.786,,
4/27/2021,Pennsylvania,12803181,1144880,26120,2.28,20.4,9696649,11928615,6151465,30.49,75.74,3903690,48.05,93.18,83212,143686,11224,0.813,,
4/27/2021,Puerto Rico,3193709,163652,2279,1.39,7.14,1780310,2992360,1128983,22.89,55.74,731040,35.35,93.7,7333,27868,8726,0.595,,
4/27/2021,Rhode Island,1059299,147220,2664,1.81,25.15,886081,1082735,546687,34.96,83.64,370331,51.61,102.21,14017,12113,11434,0.818,,
4/27/2021,South Carolina,5149632,575956,9435,1.64,18.32,3163207,4369935,1854582,26.33,61.44,1355898,36.02,84.87,52080,28593,5553,0.724,,
4/27/2021,South Dakota,884729,122228,1961,1.6,22.16,680866,872085,391687,35,76.96,309655,44.28,98.58,840,5867,6632,0.781,,
4/27/2021,Tennessee,6829781,829599,12066,1.45,17.67,3889164,5398370,2302554,23.32,56.95,1592705,33.72,79.05,12153,41649,6099,0.72,,
4/27/2021,Texas,28991088,2877890,50193,1.74,17.31,18218563,24079945,10849586,25.54,62.83,7404324,37.42,83.05,124824,192552,6641,0.757,,
4/27/2021,Utah,3206519,396068,2186,0.55,6.82,2068767,2440580,1234547,22.52,64.53,722108,38.51,76.13,33080,21504,6708,0.848,,
4/27/2021,Vermont,623944,22675,245,1.08,3.93,543879,651190,332511,36.03,87.16,224807,53.29,104.36,6364,7444,11930,0.835,,
4/27/2021,Virgin Islands,104675,3090,27,0.87,2.58,60203,66080,32822,23.98,57.51,25101,31.35,63.13,601,428,4089,0.911,,
4/27/2021,Virginia,8535466,656051,10724,1.63,12.56,6402272,7892675,3921634,31.14,75.01,2657944,45.94,92.47,58044,85038,9963,0.811,,
4/27/2021,Washington,7616060,400386,5510,1.38,7.23,5613491,6984940,3417581,30.81,73.72,2346508,44.88,91.73,39448,75085,9860,0.804,,
4/27/2021,West Virginia,1791927,151848,2662,1.75,14.86,1142947,1628435,633533,29.12,63.78,521809,35.35,90.87,3451,7524,4198,0.702,,
4/27/2021,Wisconsin,5823049,658084,7494,1.14,12.87,4502240,5185505,2615301,33.58,77.33,1955380,44.92,89.06,11866,51017,8762,0.868,,
4/27/2021,Wyoming,578723,57883,707,1.22,12.22,348695,476385,194585,26.87,60.25,155503,33.62,82.31,16,2276,3933,0.732,,
4/28/2021,Alabama,4903257,527083,10879,2.06,22.19,2527815,4033570,1568315,22.41,51.55,1098820,31.99,82.26,28121,23898,4874,0.627,,
4/28/2021,Alaska,731526,67290,330,0.49,4.51,543274,765635,301770,34.27,74.26,250694,41.25,104.66,1681,2645,3616,0.71,,
4/28/2021,Arizona,7279475,860772,17282,2.01,23.74,4980955,6525095,2926506,28.19,68.43,2052084,40.21,89.65,39981,49861,6850,0.763,,
4/28/2021,Arkansas,3017961,335289,5726,1.71,18.97,1753393,2626760,1060712,24.62,58.1,743022,35.15,87.04,15855,15427,5112,0.668,,
